id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
KIAA1456,6,0.24707,0.43803,1,8647,3,-0.087812,0.022071,0.068946,0.909523,1550,1,-0.087812
REXO1L1,6,0.63731,0.75878,1,15042,2,0.2603,0.022076,0.068959,0.909523,1551,3,0.2603
SCO2,6,0.95423,0.95427,1,19277,0,0.25194,0.022083,0.068972,0.909523,1552,4,0.25194
PQLC3,6,0.73214,0.81907,1,16305,1,0.25224,0.022131,0.06908,0.909774,1553,4,0.25224
ZRANB1,6,0.92966,0.92996,1,18718,1,0.2435,0.022143,0.06911,0.909774,1554,4,0.2435
IYD,6,0.30509,0.50354,1,9981,2,0.062058,0.02215,0.069124,0.909774,1555,3,0.062058
HRSP12,6,0.09655,0.2348,1,4659,4,-0.17658,0.022172,0.069177,0.909883,1556,2,-0.17658
C10orf67,6,0.24678,0.43768,1,8636,3,-0.10283,0.022273,0.069438,0.91244,1557,2,-0.10283
C10orf2,6,0.46129,0.63995,1,12679,2,0.21806,0.022305,0.06952,0.91244,1558,4,0.21806
DDX18,6,0.5194,0.67765,1,13408,2,0.038595,0.022328,0.06957,0.91244,1559,2,0.038595
GTF2I,6,0.7724,0.83491,1,16655,1,0.26118,0.022357,0.069641,0.91244,1560,3,0.26118
hsa-mir-5094,4,0.23353,0.42233,1,8350,1,0.24446,0.022365,0.069662,0.91244,1561,3,0.24446
ADCK4,6,0.9461,0.94629,1,19080,0,0.27542,0.02237,0.069674,0.91244,1562,4,0.27542
RBBP6,6,0.81503,0.85408,1,17080,1,0.21494,0.022374,0.069684,0.91244,1563,3,0.21494
SYAP1,6,0.75046,0.82609,1,16456,1,0.18303,0.022423,0.069802,0.912893,1564,4,0.18303
FOXRED1,6,0.65533,0.77191,1,15314,2,-0.0071523,0.022425,0.069807,0.912893,1565,2,-0.0071523
HAGHL,6,0.35808,0.56188,1,11164,2,-0.011436,0.022479,0.069944,0.914093,1566,2,-0.011436
COX4I1,6,0.85256,0.87392,1,17514,1,0.096006,0.022586,0.070191,0.916732,1567,2,0.096006
LOC100287534,2,0.97737,0.97723,1,19812,0,0.34482,0.022634,0.070319,0.917755,1568,2,0.34482
MBNL2,6,0.4372,0.62361,1,12345,1,0.15809,0.022684,0.07043,0.917755,1569,3,0.15809
ZMYND8,6,0.89027,0.89761,1,18021,1,0.15012,0.022693,0.070454,0.917755,1570,3,0.15012
MRPL27,6,0.89816,0.90337,1,18146,1,0.31547,0.022714,0.070504,0.917755,1571,3,0.31547
KLHL25,6,0.49851,0.66392,1,13137,2,0.17174,0.022727,0.070537,0.917755,1572,3,0.17174
CNOT7,6,0.29967,0.49741,1,9864,3,-0.15261,0.022728,0.070538,0.917755,1573,1,-0.15261
EPPK1,6,0.59092,0.72615,1,14403,1,0.19551,0.022789,0.070694,0.919182,1574,4,0.19551
C15orf57,6,0.98852,0.98848,1,20069,0,0.24018,0.022818,0.070773,0.919182,1575,4,0.24018
ITPKC,6,0.90641,0.90968,1,18286,1,0.22123,0.022831,0.07081,0.919182,1576,4,0.22123
KRT33B,6,0.85051,0.87275,1,17496,1,0.20928,0.022844,0.070848,0.919182,1577,4,0.20928
PSORS1C2,6,0.9287,0.92901,1,18702,1,0.13009,0.022896,0.070974,0.919182,1578,3,0.13009
GAN,6,0.7897,0.84239,1,16808,1,0.42507,0.022924,0.071035,0.919182,1579,3,0.42507
SMPD2,6,0.56124,0.70563,1,14002,2,0.31882,0.022928,0.071045,0.919182,1580,3,0.31882
CCDC81,6,0.25435,0.4464,1,8813,2,0.094348,0.02293,0.071049,0.919182,1581,2,0.094348
CLDN7,6,0.28053,0.47607,1,9417,3,0.03363,0.022956,0.071122,0.919182,1582,3,0.03363
SNTN,6,0.26794,0.46181,1,9130,2,0.074792,0.022999,0.071218,0.919182,1583,3,0.074792
GTSE1,6,0.34154,0.54392,1,10791,3,0.096054,0.023008,0.071235,0.919182,1584,3,0.096054
KLK8,6,0.36189,0.56599,1,11245,2,0.060777,0.023013,0.071248,0.919182,1585,3,0.060777
MRPS18A,6,0.92265,0.92341,1,18566,1,0.072269,0.023031,0.071283,0.919182,1586,3,0.072269
ARCN1,6,0.63799,0.75927,1,15054,2,0.2537,0.023055,0.071348,0.919182,1587,3,0.2537
ADAP1,6,0.22333,0.4104,1,8138,2,0.21386,0.023069,0.071382,0.919182,1588,3,0.21386
MYBL1,6,0.93071,0.93098,1,18745,1,0.10314,0.023079,0.071408,0.919182,1589,3,0.10314
TMED1,6,0.42236,0.6137,1,12147,2,0.0066462,0.023081,0.071411,0.919182,1590,2,0.0066462
WASH1,6,0.93694,0.93724,1,18861,0,0.032009,0.023233,0.071789,0.923471,1591,2,0.032009
STAU2,6,0.096316,0.23433,1,4653,3,-0.0079325,0.023281,0.071908,0.924415,1592,3,-0.0079325
CCDC180,6,0.27426,0.46896,1,9260,2,0.1852,0.023314,0.07199,0.924891,1593,3,0.1852
GPR157,6,0.53259,0.68635,1,13591,1,0.22122,0.02339,0.072166,0.925965,1594,3,0.22122
FBXL15,6,0.60312,0.73471,1,14578,1,0.17471,0.023408,0.07221,0.925965,1595,4,0.17471
C12orf77,6,0.50389,0.6674,1,13223,1,0.21867,0.023411,0.072219,0.925965,1596,4,0.21867
CEP170,6,0.89578,0.90159,1,18110,1,0.042497,0.023435,0.072266,0.925965,1597,2,0.042497
MAP7,6,0.67524,0.78664,1,15644,2,0.17944,0.023485,0.07239,0.925965,1598,3,0.17944
GRIN2A,6,0.87797,0.88942,1,17842,1,0.2137,0.023485,0.072392,0.925965,1599,3,0.2137
hsa-mir-5571,4,0.18192,0.36144,1,7156,1,0.30926,0.023498,0.072423,0.925965,1600,2,0.30926
ATP5J2-PTCD1,2,0.97648,0.97636,1,19786,0,0.28379,0.023523,0.072481,0.925965,1601,2,0.28379
BAD,6,0.1094,0.25917,1,5123,3,-0.022935,0.023536,0.072512,0.925965,1602,3,-0.022935
STX3,6,0.56882,0.71084,1,14094,1,0.22921,0.023542,0.072526,0.925965,1603,4,0.22921
MEN1,6,0.97626,0.97616,1,19784,0,0.25918,0.023626,0.072749,0.926721,1604,4,0.25918
EXD2,6,0.13988,0.311,1,6175,3,-0.13561,0.023637,0.07277,0.926721,1605,2,-0.13561
OR4A15,6,0.37544,0.58055,1,11533,2,0.20502,0.023646,0.072788,0.926721,1606,4,0.20502
HSPB11,6,0.82893,0.86103,1,17241,1,0.19632,0.023666,0.072834,0.926721,1607,3,0.19632
UTP3,6,0.87437,0.88707,1,17781,1,0.23452,0.023669,0.072844,0.926721,1608,3,0.23452
FETUB,6,0.49092,0.65894,1,13049,1,0.17281,0.023672,0.072857,0.926721,1609,4,0.17281
MRPL10,6,0.92103,0.92198,1,18542,1,0.24321,0.023749,0.073037,0.928098,1610,4,0.24321
hsa-mir-4732,4,0.68366,0.79293,1,15795,1,0.25633,0.023769,0.073086,0.928098,1611,3,0.25633
CENPA,6,0.99519,0.99523,1,20249,0,0.25924,0.023775,0.073101,0.928098,1612,4,0.25924
CLK3,6,0.82945,0.86128,1,17247,1,0.12657,0.023843,0.073271,0.929383,1613,3,0.12657
ZFAND2A,6,0.083302,0.2089,1,4176,1,0.15214,0.023852,0.073293,0.929383,1614,4,0.15214
COX7B2,6,0.22593,0.41346,1,8200,1,0.12498,0.023897,0.073411,0.930292,1615,4,0.12498
XKRX,6,0.95799,0.95801,1,19359,0,0.24402,0.023952,0.073551,0.93094,1616,4,0.24402
ZEB2,6,0.77743,0.83708,1,16705,1,0.40298,0.023955,0.073557,0.93094,1617,4,0.40298
CBL,6,0.97315,0.97311,1,19711,0,0.035991,0.023989,0.073642,0.93094,1618,2,0.035991
HSD17B10,6,0.42923,0.61827,1,12237,2,0.23735,0.023996,0.073656,0.93094,1619,3,0.23735
TPRX1,6,0.32227,0.52262,1,10353,3,0.13206,0.02402,0.073711,0.93094,1620,3,0.13206
RELT,6,0.72743,0.81737,1,16278,1,0.20168,0.024035,0.073743,0.93094,1621,4,0.20168
SUN2,6,0.27339,0.46797,1,9237,3,0.058605,0.024071,0.073841,0.93094,1622,3,0.058605
HLA-B,6,0.11296,0.26581,1,5250,3,-0.0024377,0.024091,0.073887,0.93094,1623,3,-0.0024377
TET1,6,0.55145,0.699,1,13865,1,0.2668,0.024096,0.073901,0.93094,1624,4,0.2668
TEKT1,6,0.28027,0.47579,1,9411,2,0.15612,0.024102,0.073917,0.93094,1625,3,0.15612
GRM8,6,0.665,0.77905,1,15464,2,0.14102,0.024126,0.07398,0.930988,1626,3,0.14102
ATP5J,6,0.44251,0.62723,1,12418,2,-0.094663,0.024142,0.074011,0.930988,1627,1,-0.094663
PWP2,6,0.5288,0.6838,1,13539,1,0.24951,0.024165,0.074064,0.931079,1628,3,0.24951
CCNG2,6,0.94168,0.94192,1,18972,0,-0.016533,0.024192,0.074118,0.931182,1629,2,-0.016533
ZNF593,6,0.54001,0.69133,1,13705,2,0.15975,0.024218,0.07419,0.931277,1630,3,0.15975
NFIB,6,0.9711,0.97104,1,19659,0,0.14213,0.024228,0.074218,0.931277,1631,3,0.14213
PLEKHJ1,6,0.89447,0.90065,1,18084,1,0.22349,0.024243,0.074263,0.931277,1632,4,0.22349
CLEC4M,6,0.036389,0.11133,0.962922,2365,3,-0.20211,0.024293,0.074372,0.931277,1633,2,-0.20211
ZDHHC4,6,0.018562,0.06528,0.894936,1491,2,0.2268,0.024298,0.074387,0.931277,1634,4,0.2268
JPH2,6,0.25605,0.44832,1,8862,1,0.2101,0.024304,0.074398,0.931277,1635,4,0.2101
HNRNPA0,6,0.98183,0.98174,1,19911,0,0.24389,0.024348,0.074505,0.931389,1636,4,0.24389
NETO2,6,0.54191,0.69261,1,13727,1,0.0072964,0.024366,0.074543,0.931389,1637,2,0.0072964
UBXN2B,6,0.50556,0.6685,1,13245,1,0.14675,0.024402,0.074631,0.931389,1638,4,0.14675
GPR52,6,0.39076,0.59282,1,11767,2,0.21085,0.024423,0.074688,0.931389,1639,4,0.21085
SPC25,6,0.77147,0.83453,1,16648,1,0.27465,0.02444,0.074727,0.931389,1640,4,0.27465
C2orf73,6,0.80005,0.84699,1,16918,1,0.22556,0.024443,0.074735,0.931389,1641,4,0.22556
ARFGEF1,6,0.90924,0.91193,1,18339,1,0.2441,0.024457,0.074767,0.931389,1642,4,0.2441
RFFL,6,0.12217,0.28274,1,5606,2,0.19532,0.024458,0.074771,0.931389,1643,3,0.19532
MATN4,6,0.75641,0.82845,1,16508,1,0.2033,0.024505,0.074869,0.931803,1644,3,0.2033
EIF2AK2,6,0.31791,0.51793,1,10252,2,0.067988,0.024523,0.07491,0.931803,1645,3,0.067988
SRMS,6,0.94135,0.94161,1,18962,0,0.25971,0.024535,0.074941,0.931803,1646,4,0.25971
RGS20,6,0.97185,0.97178,1,19682,0,0.15952,0.024627,0.075165,0.93277,1647,3,0.15952
AASDH,6,0.87532,0.88768,1,17800,1,0.21204,0.024637,0.075193,0.93277,1648,4,0.21204
E2F3,6,0.95924,0.95924,1,19392,0,0.24841,0.024644,0.075216,0.93277,1649,4,0.24841
KIAA0430,6,0.93565,0.93592,1,18838,0,0.15536,0.024646,0.075223,0.93277,1650,3,0.15536
LRIT2,6,0.46126,0.63993,1,12678,1,0.067057,0.024662,0.075262,0.93277,1651,2,0.067057
hsa-mir-301b,4,0.66625,0.77999,1,15492,1,0.16849,0.024674,0.075292,0.93277,1652,3,0.16849
ARL1,6,0.024209,0.082236,0.934243,1798,2,0.20078,0.024754,0.07549,0.934307,1653,3,0.20078
AARS,6,0.10756,0.25574,1,5056,2,-0.31676,0.024792,0.075586,0.934307,1654,2,-0.31676
CD82,6,0.95212,0.95224,1,19222,0,0.24,0.024797,0.075598,0.934307,1655,4,0.24
KLHL13,6,0.52847,0.68358,1,13534,2,0.11515,0.024798,0.075599,0.934307,1656,3,0.11515
IVL,6,0.7612,0.83036,1,16555,1,0.15389,0.024898,0.075832,0.935879,1657,4,0.15389
HIST1H3H,6,0.84033,0.86714,1,17385,1,0.28448,0.024927,0.07591,0.935879,1658,4,0.28448
NEUROG3,6,0.011892,0.043867,0.830579,1080,5,-0.26451,0.024949,0.075963,0.935879,1659,1,-0.26451
ADCK2,6,0.91668,0.91816,1,18469,1,0.17378,0.024958,0.075983,0.935879,1660,4,0.17378
SPTBN2,6,0.64417,0.76371,1,15152,1,0.20314,0.024962,0.075995,0.935879,1661,4,0.20314
APPL2,6,0.98771,0.98768,1,20044,0,0.22228,0.024965,0.076001,0.935879,1662,4,0.22228
ARPC3,6,0.98413,0.98407,1,19962,0,0.22933,0.02499,0.076056,0.935995,1663,3,0.22933
UBXN10,6,0.89072,0.89793,1,18030,1,0.21648,0.025025,0.076139,0.93645,1664,3,0.21648
ZSCAN31,6,0.11781,0.27477,1,5445,2,-0.033061,0.02505,0.0762,0.936643,1665,2,-0.033061
USP28,6,0.60592,0.7367,1,14615,1,0.19423,0.025118,0.076387,0.93838,1666,4,0.19423
TIMELESS,6,0.075848,0.19424,1,3892,2,0.098282,0.025177,0.076531,0.93922,1667,3,0.098282
CNIH2,6,0.96106,0.96107,1,19425,0,0.14842,0.025184,0.076547,0.93922,1668,3,0.14842
HDHD2,6,0.99618,0.99622,1,20282,0,0.22809,0.025227,0.076648,0.939897,1669,4,0.22809
EBPL,6,0.34863,0.55162,1,10953,3,-0.14094,0.025251,0.076713,0.940129,1670,2,-0.14094
GPR179,6,0.99362,0.99365,1,20199,0,0.23797,0.02529,0.076821,0.940391,1671,4,0.23797
BOC,6,0.44213,0.62698,1,12413,2,-0.070443,0.025352,0.076967,0.940391,1672,1,-0.070443
DAW1,6,0.80801,0.85072,1,17002,1,0.22165,0.025361,0.076992,0.940391,1673,3,0.22165
FAM114A2,6,0.96814,0.96818,1,19589,0,0.27778,0.025387,0.077047,0.940391,1674,4,0.27778
PLA2R1,6,0.56387,0.7074,1,14029,2,-0.084009,0.025391,0.077056,0.940391,1675,2,-0.084009
API5,6,0.051824,0.14472,1,2942,3,-0.24345,0.02541,0.077104,0.940391,1676,2,-0.24345
PIK3AP1,6,0.60948,0.73919,1,14668,2,0.22153,0.025446,0.077186,0.940391,1677,4,0.22153
TBC1D30,6,0.06519,0.17278,1,3479,3,0.0083365,0.025453,0.077209,0.940391,1678,3,0.0083365
RNF19A,6,0.99202,0.99201,1,20156,0,0.1803,0.025455,0.077216,0.940391,1679,3,0.1803
ZSCAN16,6,0.060244,0.16251,1,3288,2,0.081421,0.02546,0.077225,0.940391,1680,3,0.081421
SLC7A7,6,0.44815,0.63106,1,12488,1,0.16335,0.025504,0.077333,0.940391,1681,3,0.16335
HYOU1,6,0.97338,0.97332,1,19718,0,0.19803,0.025505,0.077337,0.940391,1682,3,0.19803
RBKS,6,0.31598,0.5158,1,10207,2,0.22813,0.025513,0.077354,0.940391,1683,3,0.22813
CELA2B,6,0.17613,0.35446,1,7031,1,-0.011168,0.025523,0.077378,0.940391,1684,2,-0.011168
PRKCG,6,0.99006,0.99006,1,20111,0,0.26405,0.025598,0.077549,0.941478,1685,4,0.26405
C12orf39,6,0.64132,0.76166,1,15111,2,0.069757,0.025604,0.077559,0.941478,1686,2,0.069757
PSMA7,6,0.92996,0.93024,1,18727,1,0.16416,0.025645,0.077668,0.941952,1687,3,0.16416
CORO7-PAM16,6,0.25891,0.45164,1,8925,3,-0.17943,0.025655,0.077691,0.941952,1688,2,-0.17943
RPS26,6,0.88293,0.89265,1,17920,1,0.14015,0.025705,0.077807,0.942801,1689,3,0.14015
MED4,6,0.46777,0.64407,1,12749,2,0.16476,0.02577,0.077992,0.943672,1690,3,0.16476
PAGE2B,3,0.9742,0.97416,1,19738,0,0.44646,0.025802,0.07808,0.943672,1691,3,0.44646
OR5M9,6,0.13562,0.30558,1,6067,2,0.059131,0.025806,0.078088,0.943672,1692,2,0.059131
MYSM1,6,0.45351,0.63472,1,12573,2,0.19947,0.025826,0.078131,0.943672,1693,3,0.19947
HDAC11,6,0.2058,0.38997,1,7732,3,-0.12088,0.025853,0.078185,0.943672,1694,2,-0.12088
SLC22A12,6,0.99791,0.99794,1,20353,0,0.19768,0.025863,0.078203,0.943672,1695,4,0.19768
SHCBP1,6,0.25481,0.4469,1,8827,2,0.21652,0.02588,0.078242,0.943672,1696,4,0.21652
PTPN22,6,0.92521,0.92573,1,18625,1,0.084146,0.02592,0.078332,0.943672,1697,3,0.084146
hsa-mir-1278,3,0.92386,0.92451,1,18598,0,0.29501,0.025925,0.078346,0.943672,1698,2,0.29501
SUPT3H,6,0.58268,0.72039,1,14279,2,0.12319,0.025939,0.078381,0.943672,1699,2,0.12319
FAM179A,6,0.50145,0.66583,1,13191,1,0.21061,0.02594,0.078386,0.943672,1700,4,0.21061
ANKRD55,6,0.17911,0.35806,1,7097,2,0.19335,0.025976,0.078474,0.944177,1701,3,0.19335
hsa-mir-181c,4,0.81637,0.85475,1,17094,1,0.22841,0.026053,0.078667,0.945367,1702,3,0.22841
MTMR3,6,0.15527,0.32961,1,6562,3,-0.022348,0.026058,0.078683,0.945367,1703,2,-0.022348
RPL39,5,0.99076,0.99074,1,20130,0,0.43635,0.026073,0.078711,0.945367,1704,4,0.43635
TMEM119,6,0.047375,0.13537,0.990851,2796,2,-0.088329,0.026108,0.0788,0.945716,1705,1,-0.088329
CCDC64B,6,0.98106,0.98099,1,19894,0,0.23749,0.02612,0.078833,0.945716,1706,4,0.23749
ZNF622,6,0.73774,0.82112,1,16351,1,0.10781,0.026159,0.078939,0.946438,1707,3,0.10781
BSDC1,6,0.2085,0.39311,1,7800,2,0.23881,0.026189,0.079018,0.946823,1708,4,0.23881
MATK,6,0.20923,0.39399,1,7819,2,0.18024,0.026252,0.079173,0.947638,1709,3,0.18024
OR5H6,6,0.88264,0.89246,1,17915,1,0.078093,0.026272,0.079228,0.947638,1710,3,0.078093
hsa-mir-888,4,0.95177,0.95189,1,19213,0,0.076379,0.02633,0.079369,0.947638,1711,1,0.076379
GAS1,6,0.92827,0.9286,1,18695,1,-0.011398,0.02636,0.079439,0.947638,1712,2,-0.011398
CDC37,6,0.92333,0.92402,1,18581,1,0.15215,0.026367,0.079452,0.947638,1713,3,0.15215
LGMN,6,0.32122,0.52152,1,10328,2,0.27735,0.026384,0.079496,0.947638,1714,4,0.27735
LRRC41,6,0.99499,0.99502,1,20244,0,0.16743,0.026391,0.079517,0.947638,1715,4,0.16743
hsa-mir-3120,2,0.67186,0.78409,1,15588,0,0.34868,0.026392,0.07952,0.947638,1716,1,0.34868
SLC16A1,6,0.4975,0.66323,1,13122,2,0.057325,0.026396,0.079527,0.947638,1717,3,0.057325
UGT2B28,3,0.88546,0.89432,1,17962,0,0.25982,0.02641,0.079566,0.947638,1718,2,0.25982
HIST1H2AH,6,0.14042,0.31163,1,6195,3,-0.11486,0.026461,0.079686,0.947638,1719,1,-0.11486
TULP4,6,0.09094,0.22381,1,4456,2,-0.037302,0.02651,0.079814,0.947638,1720,2,-0.037302
hsa-mir-4255,4,0.52974,0.68444,1,13555,1,0.083495,0.026532,0.079869,0.947638,1721,2,0.083495
TUBG1,5,0.29271,0.48974,1,9708,1,0.25829,0.026541,0.079888,0.947638,1722,4,0.25829
UGT2B10,4,0.98872,0.9887,1,20074,0,0.33426,0.026547,0.0799,0.947638,1723,3,0.33426
LOC646498,1,0.97339,0.97334,1,19720,0,0.54603,0.026607,0.08005,0.947638,1724,1,0.54603
PGAP1,6,0.58003,0.71857,1,14250,2,0.0063781,0.026612,0.080061,0.947638,1725,2,0.0063781
ZNF729,6,0.64173,0.76195,1,15120,2,0.18512,0.026632,0.080106,0.947638,1726,3,0.18512
TMEM167B,6,0.014513,0.052528,0.86953,1236,1,0.094897,0.026662,0.080183,0.947638,1727,3,0.094897
HAUS1,6,0.48303,0.65389,1,12942,1,0.36356,0.02667,0.080209,0.947638,1728,4,0.36356
SPATA21,6,0.92983,0.93012,1,18722,1,0.2232,0.026699,0.080277,0.947638,1729,4,0.2232
ATG4B,6,0.51539,0.67507,1,13365,1,0.18161,0.02671,0.0803,0.947638,1730,4,0.18161
NMRK2,6,0.60058,0.73291,1,14549,2,0.076805,0.026713,0.080313,0.947638,1731,3,0.076805
ZNF654,6,0.97413,0.97409,1,19737,0,0.15133,0.026714,0.080314,0.947638,1732,3,0.15133
SLC25A36,6,0.57456,0.71479,1,14180,2,0.13184,0.026763,0.080446,0.947638,1733,3,0.13184
SLC17A6,6,0.98414,0.98408,1,19963,0,0.18776,0.026836,0.08061,0.947638,1734,4,0.18776
MEA1,6,0.97,0.96999,1,19642,0,0.19855,0.026837,0.080613,0.947638,1735,3,0.19855
C11orf83,6,0.40757,0.604,1,11973,1,0.086964,0.026847,0.080641,0.947638,1736,3,0.086964
hsa-mir-548i-4,3,0.97315,0.97311,1,19710,0,0.16278,0.026852,0.080657,0.947638,1737,3,0.16278
ZDHHC6,6,0.19838,0.38111,1,7566,3,-0.077014,0.026875,0.080708,0.947638,1738,2,-0.077014
DESI2,6,0.35748,0.56119,1,11151,2,0.15411,0.026878,0.080719,0.947638,1739,3,0.15411
CAPN5,6,0.47736,0.65024,1,12870,1,0.11645,0.026914,0.080813,0.947638,1740,3,0.11645
SPATA20,6,0.38711,0.59038,1,11722,2,-0.11208,0.026914,0.080813,0.947638,1741,2,-0.11208
FAM181B,6,0.43652,0.62316,1,12333,2,0.22778,0.026926,0.080836,0.947638,1742,4,0.22778
MC2R,6,0.99703,0.99707,1,20315,0,0.27876,0.026933,0.08085,0.947638,1743,4,0.27876
CAPN7,6,0.94336,0.94355,1,19013,0,0.25677,0.026948,0.080883,0.947638,1744,4,0.25677
PLK4,6,0.87043,0.88461,1,17731,1,0.24429,0.02695,0.080887,0.947638,1745,3,0.24429
CTAGE5,4,0.28786,0.48431,1,9601,2,-0.060234,0.02697,0.080944,0.947638,1746,2,-0.060234
BIVM,2,0.27763,0.4728,1,9340,1,0.13661,0.027002,0.081029,0.947638,1747,1,0.13661
hsa-mir-5739,4,0.29954,0.49729,1,9863,2,0.044188,0.027003,0.081032,0.947638,1748,2,0.044188
RAMP2,6,0.85345,0.87444,1,17523,1,0.32129,0.027006,0.081035,0.947638,1749,4,0.32129
LCTL,6,0.16383,0.33973,1,6748,3,-0.15989,0.027015,0.081064,0.947638,1750,1,-0.15989
GSTO2,6,0.25133,0.4429,1,8747,2,0.28832,0.027117,0.081311,0.947638,1751,3,0.28832
TTBK2,6,0.33589,0.5377,1,10663,2,0.21984,0.027136,0.081359,0.947638,1752,4,0.21984
SLC35C2,6,0.45312,0.63445,1,12569,1,0.23374,0.02714,0.081374,0.947638,1753,4,0.23374
RPS7,6,0.035776,0.10994,0.962609,2329,2,0.42162,0.027158,0.081411,0.947638,1754,4,0.42162
hsa-mir-6744,4,0.22907,0.41707,1,8278,1,0.28913,0.027173,0.081446,0.947638,1755,2,0.28913
CDRT15,6,0.95165,0.95176,1,19211,0,0.15791,0.027185,0.081474,0.947638,1756,3,0.15791
POLR2H,6,0.31309,0.51254,1,10140,2,0.060373,0.027203,0.081517,0.947638,1757,3,0.060373
TEAD4,6,0.66666,0.78028,1,15502,1,0.15362,0.027218,0.081553,0.947638,1758,3,0.15362
TSEN34,6,0.90345,0.90735,1,18236,1,0.041689,0.027243,0.081612,0.947638,1759,2,0.041689
MAPK3,6,0.22917,0.41718,1,8279,3,-0.13097,0.027266,0.081667,0.947638,1760,1,-0.13097
AGAP6,3,0.73446,0.81994,1,16328,1,0.22108,0.027291,0.08172,0.947638,1761,2,0.22108
KCTD8,6,0.54622,0.69553,1,13792,1,0.20445,0.027297,0.081732,0.947638,1762,4,0.20445
DBNDD1,6,0.21038,0.39533,1,7845,2,0.038046,0.027311,0.081771,0.947638,1763,3,0.038046
COL19A1,6,0.65545,0.772,1,15316,2,0.012151,0.027317,0.081784,0.947638,1764,2,0.012151
PDGFD,6,0.78181,0.83894,1,16739,1,0.21281,0.027319,0.081793,0.947638,1765,4,0.21281
LPO,6,0.49837,0.66383,1,13135,2,0.23942,0.027359,0.081889,0.947638,1766,3,0.23942
TACR2,6,0.027921,0.092304,0.943785,1995,3,-0.13739,0.027359,0.081892,0.947638,1767,2,-0.13739
REN,6,0.4794,0.65151,1,12889,1,0.19535,0.027366,0.081907,0.947638,1768,4,0.19535
THEGL,6,0.67613,0.78729,1,15658,2,0.092859,0.027367,0.08191,0.947638,1769,2,0.092859
RASA1,6,0.56087,0.70539,1,13997,1,0.22862,0.02741,0.082003,0.94764,1770,4,0.22862
EXOSC4,6,0.9946,0.99461,1,20229,0,0.24591,0.027411,0.082004,0.94764,1771,4,0.24591
PDLIM5,6,0.817,0.85505,1,17100,1,0.15398,0.027447,0.082093,0.94764,1772,4,0.15398
FMNL3,6,0.33048,0.53171,1,10546,2,0.22593,0.027463,0.082129,0.94764,1773,4,0.22593
APAF1,6,0.91786,0.91918,1,18493,1,0.1537,0.027468,0.082142,0.94764,1774,4,0.1537
CRYBB1,6,0.27655,0.47151,1,9320,1,0.23815,0.027491,0.082193,0.947692,1775,4,0.23815
MXI1,6,0.53304,0.68668,1,13599,2,0.0049721,0.027518,0.082258,0.947917,1776,2,0.0049721
BPIFA3,6,0.62403,0.74941,1,14866,1,0.16476,0.027573,0.082385,0.948528,1777,3,0.16476
CPA1,6,0.17871,0.3576,1,7091,2,-0.12372,0.027593,0.082435,0.948528,1778,2,-0.12372
KCNB2,6,0.43886,0.62473,1,12369,1,0.21732,0.027598,0.08245,0.948528,1779,4,0.21732
ZNRF1,6,0.57086,0.71224,1,14117,1,0.21421,0.027619,0.082504,0.948607,1780,4,0.21421
GPR143,6,0.60749,0.7378,1,14637,1,0.16284,0.027656,0.082589,0.948881,1781,3,0.16284
HEATR6,6,0.0041768,0.017754,0.683689,526,5,-0.35366,0.027669,0.08262,0.948881,1782,1,-0.35366
AKR1C4,6,0.52045,0.67831,1,13421,2,0.18631,0.027724,0.08275,0.949466,1783,4,0.18631
ROCK1,6,0.98017,0.98009,1,19874,0,0.23451,0.027729,0.082764,0.949466,1784,4,0.23451
HRH4,6,0.94925,0.94938,1,19158,0,0.24185,0.027776,0.082874,0.949688,1785,4,0.24185
PRPF4,6,0.066484,0.17543,1,3534,4,-0.28686,0.027778,0.082876,0.949688,1786,2,-0.28686
WAPAL,6,0.13908,0.30995,1,6157,3,0.024377,0.02787,0.083083,0.951127,1787,3,0.024377
SEC62,6,0.37665,0.58187,1,11556,3,0.026123,0.027921,0.0832,0.951127,1788,3,0.026123
FABP5,6,0.43179,0.61996,1,12271,2,0.1436,0.02793,0.083224,0.951127,1789,4,0.1436
LAX1,6,0.17433,0.35229,1,6992,2,0.26758,0.027937,0.08324,0.951127,1790,4,0.26758
hsa-mir-892b,4,0.33574,0.53752,1,10657,1,0.19178,0.027959,0.083297,0.951127,1791,3,0.19178
DPAGT1,6,0.70685,0.81005,1,16141,1,0.14033,0.027971,0.083327,0.951127,1792,3,0.14033
ING2,6,0.7796,0.838,1,16723,1,0.15692,0.027971,0.083327,0.951127,1793,3,0.15692
PSCA,6,0.52196,0.67929,1,13447,2,0.18037,0.028008,0.083411,0.95144,1794,4,0.18037
POMP,6,0.19747,0.38003,1,7542,3,-0.16416,0.028021,0.083448,0.95144,1795,1,-0.16416
hsa-mir-3118-3,1,0.97196,0.97189,1,19683,0,0.51026,0.028041,0.083494,0.95144,1796,1,0.51026
NOC2L,6,0.94208,0.94231,1,18981,0,0.044768,0.028072,0.083575,0.951831,1797,3,0.044768
LSM1,6,0.56155,0.70584,1,14008,2,0.17214,0.028093,0.083633,0.951963,1798,4,0.17214
RALGAPA1,6,0.97357,0.97351,1,19725,0,0.17448,0.028141,0.083733,0.952346,1799,3,0.17448
