id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
ABCD1,6,0.026775,0.0963,0.923555,2123,3,-0.45248,0.31323,0.31279,1,5475,0,-0.45248
NUDCD2,6,0.92536,0.95259,1,19031,1,-0.06609,0.3133,0.31287,1,5476,0,-0.06609
TEKT4,6,0.44736,0.68204,1,13623,1,-0.13977,0.31334,0.3129,1,5477,0,-0.13977
XRRA1,6,0.34139,0.60182,1,12092,4,-0.29246,0.31338,0.31293,1,5478,0,-0.29246
TFPI,6,0.83701,0.91271,1,18195,2,-0.15917,0.31345,0.313,1,5479,0,-0.15917
CIDEA,6,0.90629,0.94647,1,18885,1,-0.11206,0.31356,0.31313,1,5480,0,-0.11206
USHBP1,6,0.096222,0.26488,0.986721,5474,3,-0.33817,0.3136,0.31316,1,5481,0,-0.33817
PIK3R2,6,0.40686,0.65183,1,13024,3,-0.098884,0.31368,0.31323,1,5482,0,-0.098884
NEU4,6,0.59889,0.79221,1,15817,3,-0.22136,0.31371,0.31326,1,5483,0,-0.22136
hsa-mir-510,4,0.40272,0.64875,1,12964,2,-0.19326,0.31377,0.31331,1,5484,0,-0.19326
ZNF497,6,0.70958,0.85526,1,16997,2,-0.15598,0.31387,0.31341,1,5485,0,-0.15598
C4orf36,6,0.23553,0.47316,1,9636,3,-0.30535,0.31394,0.31348,1,5486,0,-0.30535
STX18,6,0.21475,0.44531,1,9106,3,-0.22967,0.31398,0.31352,1,5487,0,-0.22967
HERC4,6,0.033541,0.11512,0.936636,2515,1,-0.063589,0.31409,0.31363,1,5488,0,-0.063589
hsa-mir-4695,4,0.020313,0.077881,0.911066,1744,3,-0.62194,0.31415,0.31371,1,5489,0,-0.62194
NGRN,6,0.52146,0.73651,1,14711,3,-0.064824,0.31417,0.31372,1,5490,0,-0.064824
PGLYRP3,6,0.51881,0.73456,1,14677,2,-0.15904,0.3142,0.31376,1,5491,0,-0.15904
CCNB3,6,0.73446,0.8655,1,17216,2,-0.24637,0.31424,0.3138,1,5492,0,-0.24637
GCN1L1,6,0.62468,0.81052,1,16166,3,-0.21075,0.31435,0.3139,1,5493,0,-0.21075
BLVRA,6,0.38357,0.6343,1,12683,2,-0.11621,0.31443,0.31398,1,5494,0,-0.11621
PSMD3,6,0.14948,0.35328,0.995192,7254,3,-0.274,0.31447,0.31402,1,5495,0,-0.274
hsa-mir-4637,3,0.38723,0.63706,1,12731,1,-0.1205,0.31452,0.31408,1,5496,0,-0.1205
ZNF607,6,0.84361,0.91601,1,18259,2,-0.16153,0.31462,0.31418,1,5497,0,-0.16153
IFNA5,6,0.11321,0.29855,0.986721,6149,2,-0.21098,0.31466,0.31421,1,5498,0,-0.21098
BROX,6,0.23227,0.46886,1,9556,3,-0.27465,0.31477,0.31433,1,5499,0,-0.27465
RFX5,6,0.056694,0.17499,0.969463,3683,3,-0.29075,0.31481,0.31436,1,5500,0,-0.29075
THBS1,6,0.30881,0.56461,1,11368,2,-0.11356,0.31488,0.31444,1,5501,0,-0.11356
ATP10B,6,0.24676,0.48794,1,9894,4,-0.2399,0.31492,0.31449,1,5502,0,-0.2399
TPRA1,6,0.23417,0.47136,1,9601,3,-0.22788,0.31496,0.31452,1,5503,0,-0.22788
WWC2,6,0.088162,0.24744,0.982546,5151,2,-0.23444,0.31499,0.31457,1,5504,0,-0.23444
TMPO,6,0.81928,0.90384,1,18001,2,-0.16575,0.31507,0.31464,1,5505,0,-0.16575
C8orf59,6,0.43758,0.67473,1,13462,2,-0.13172,0.31518,0.31474,1,5506,0,-0.13172
WWP2,6,0.23775,0.47608,1,9695,4,-0.34993,0.31522,0.31479,1,5507,0,-0.34993
PLAC9,6,0.50884,0.72727,1,14537,3,-0.25686,0.31526,0.31483,1,5508,0,-0.25686
ANP32B,6,0.37009,0.6243,1,12487,3,-0.19811,0.31533,0.3149,1,5509,0,-0.19811
ALOX15,6,0.28667,0.538,1,10868,3,-0.14638,0.31537,0.31495,1,5510,0,-0.14638
MRPS26,6,0.74028,0.86793,1,17269,2,-0.048824,0.31541,0.31498,1,5511,0,-0.048824
TEDDM1,6,0.14608,0.34835,0.995192,7144,4,-0.38877,0.31544,0.31502,1,5512,0,-0.38877
DDRGK1,6,0.85456,0.92182,1,18360,2,-0.20653,0.31548,0.31505,1,5513,0,-0.20653
KRTCAP3,6,0.4602,0.69154,1,13818,3,-0.23836,0.31552,0.31509,1,5514,0,-0.23836
SLC9A7,6,0.25128,0.49375,1,10019,2,-0.168,0.31559,0.31517,1,5515,0,-0.168
MKRN3,6,0.79458,0.89202,1,17769,2,-0.20349,0.31563,0.3152,1,5516,0,-0.20349
FBXL19,6,0.31326,0.56998,1,11477,3,-0.33362,0.31571,0.31528,1,5517,0,-0.33362
DEPDC1,6,0.98951,0.98945,1,19947,0,-0.16668,0.31574,0.31531,1,5518,0,-0.16668
RPL37A,6,0.81498,0.90172,1,17951,2,-0.2107,0.31578,0.31534,1,5519,0,-0.2107
LOC440243,2,0.9641,0.96946,1,19437,0,-0.021455,0.31579,0.31535,1,5520,0,-0.021455
ASIC2,6,0.80032,0.89471,1,17825,2,-0.19534,0.31582,0.31538,1,5521,0,-0.19534
TOP2B,6,0.51791,0.73394,1,14668,1,0.038058,0.31586,0.31542,1,5522,0,0.038058
SNRNP35,6,0.93914,0.95772,1,19155,1,-0.005442,0.3159,0.31545,1,5523,0,-0.005442
ADCY2,6,0.39276,0.6412,1,12821,3,-0.24319,0.31593,0.31549,1,5524,0,-0.24319
MYH13,6,0.75646,0.87492,1,17399,1,-0.060674,0.31597,0.31553,1,5525,0,-0.060674
HEXIM2,6,0.32109,0.57894,1,11664,3,-0.30067,0.31601,0.31556,1,5526,0,-0.30067
MSRB3,6,0.2267,0.4614,1,9401,3,-0.30181,0.31605,0.3156,1,5527,0,-0.30181
CAP2,6,0.92277,0.9517,1,19005,1,-0.16897,0.31608,0.31564,1,5528,0,-0.16897
OPRL1,6,0.14561,0.34767,0.995192,7131,2,-0.18756,0.31616,0.31571,1,5529,0,-0.18756
KRT40,6,0.83485,0.91161,1,18164,2,-0.090382,0.3162,0.31575,1,5530,0,-0.090382
GPR6,6,0.62522,0.8109,1,16176,2,-0.19078,0.31627,0.31582,1,5531,0,-0.19078
PLAG1,6,0.47393,0.7017,1,14020,2,-0.1371,0.31631,0.31585,1,5532,0,-0.1371
SRSF1,6,0.46169,0.69263,1,13838,3,-0.48904,0.31635,0.3159,1,5533,0,-0.48904
C6orf211,6,0.027074,0.097155,0.923555,2143,4,-0.43827,0.31638,0.31593,1,5534,0,-0.43827
LEPR,6,0.1609,0.37001,0.995192,7582,3,-0.2488,0.31642,0.31597,1,5535,0,-0.2488
SMIM8,6,0.035573,0.12061,0.941341,2621,5,-0.40727,0.31646,0.31601,1,5536,0,-0.40727
FAM160B1,6,0.85517,0.92212,1,18366,1,-0.057387,0.31653,0.31608,1,5537,0,-0.057387
PDE5A,6,0.041026,0.13523,0.946318,2919,3,-0.26634,0.31661,0.31615,1,5538,0,-0.26634
PRR23B,6,0.33255,0.59186,1,11897,4,-0.26689,0.31672,0.31627,1,5539,0,-0.26689
INTS5,6,0.065821,0.19707,0.971639,4150,3,-0.28654,0.31676,0.31631,1,5540,0,-0.28654
PYHIN1,6,0.079383,0.22805,0.97689,4773,5,-0.31549,0.3168,0.31634,1,5541,0,-0.31549
SPIRE1,6,0.019288,0.074835,0.910023,1683,2,-0.12513,0.31683,0.31638,1,5542,0,-0.12513
STARD5,6,0.5482,0.75587,1,15084,3,-0.14706,0.31687,0.31641,1,5543,0,-0.14706
DUSP15,6,0.049902,0.15802,0.958947,3369,3,-0.25271,0.31695,0.31648,1,5544,0,-0.25271
GAGE10,4,0.19997,0.42514,0.999642,8682,3,-0.3651,0.317,0.31654,1,5545,0,-0.3651
TRABD2B,6,0.85991,0.92468,1,18413,1,-0.15813,0.31702,0.31657,1,5546,0,-0.15813
PPP1R8,6,0.99789,0.99789,1,20240,0,-0.034171,0.31706,0.31661,1,5547,0,-0.034171
hsa-mir-296,4,0.34833,0.60796,1,12197,2,-0.15186,0.3171,0.31665,1,5548,0,-0.15186
RYBP,6,0.21461,0.44513,1,9100,2,-0.088296,0.31713,0.31669,1,5549,0,-0.088296
COTL1,6,0.39397,0.6421,1,12839,3,-0.2019,0.31725,0.31678,1,5550,0,-0.2019
ZNF785,6,0.74189,0.86863,1,17285,2,-0.26979,0.3174,0.31693,1,5551,0,-0.26979
SNX21,6,0.98552,0.98542,1,19833,0,-0.040177,0.31751,0.31703,1,5552,0,-0.040177
DNAJB1,6,0.79575,0.89254,1,17787,2,-0.20939,0.31755,0.31706,1,5553,0,-0.20939
APOBEC3A_B,2,0.38321,0.63405,1,12675,1,-0.20476,0.31757,0.31708,1,5554,0,-0.20476
RIMKLA,6,0.02631,0.095003,0.923555,2093,3,-0.23424,0.31758,0.31709,1,5555,0,-0.23424
TP53INP2,6,0.68919,0.847,1,16838,2,-0.021888,0.31762,0.31713,1,5556,0,-0.021888
hsa-mir-4480,4,0.32065,0.57844,1,11656,2,-0.20311,0.31769,0.3172,1,5557,0,-0.20311
ATP5B,6,0.85897,0.92418,1,18407,1,-0.14988,0.31769,0.3172,1,5558,0,-0.14988
GAST,6,0.14472,0.3464,0.995192,7107,2,-0.15787,0.31777,0.31727,1,5559,0,-0.15787
WDFY3,6,0.069033,0.20459,0.976596,4285,4,-0.33027,0.31784,0.31735,1,5560,0,-0.33027
CRYZL1,6,0.089976,0.25134,0.98379,5219,4,-0.30844,0.31788,0.3174,1,5561,0,-0.30844
CLCF1,6,0.11789,0.30575,0.986721,6326,2,0.0080238,0.31792,0.31743,1,5562,0,0.0080238
KDELC2,6,0.28025,0.53015,1,10709,4,-0.31573,0.31796,0.31747,1,5563,0,-0.31573
UCK2,6,0.36329,0.61912,1,12377,3,-0.15856,0.31807,0.31758,1,5564,0,-0.15856
STOM,6,0.61881,0.80637,1,16081,3,-0.17166,0.31811,0.31762,1,5565,0,-0.17166
EPS8L1,6,0.44827,0.68271,1,13640,2,-0.20552,0.31814,0.31765,1,5566,0,-0.20552
hsa-mir-548as,4,0.92416,0.95217,1,19021,1,-0.19786,0.31816,0.31767,1,5567,0,-0.19786
IL5RA,6,0.88694,0.93995,1,18739,2,-0.16839,0.31818,0.31769,1,5568,0,-0.16839
hsa-mir-6807,4,0.071492,0.21018,0.976596,4399,3,-0.3109,0.31821,0.31772,1,5569,0,-0.3109
C16orf78,6,0.40977,0.65399,1,13068,3,-0.25481,0.31822,0.31773,1,5570,0,-0.25481
HIST1H3J,6,0.94285,0.95927,1,19192,1,-0.18831,0.31826,0.31778,1,5571,0,-0.18831
hsa-mir-4747,4,0.16997,0.38295,0.995381,7873,3,-0.26973,0.31829,0.31781,1,5572,0,-0.26973
hsa-mir-6844,1,0.68171,0.84383,1,16783,0,-0.13817,0.31829,0.31781,1,5573,0,-0.13817
MRS2,6,0.28662,0.53794,1,10867,3,-0.20828,0.31829,0.31782,1,5574,0,-0.20828
CALML3,6,0.022222,0.083431,0.917657,1859,3,-0.13775,0.31841,0.31792,1,5575,0,-0.13775
SNAPC2,6,0.96773,0.9716,1,19504,1,0.02117,0.31844,0.31795,1,5576,0,0.02117
ACTRT1,6,0.036012,0.1218,0.941341,2642,4,-0.3157,0.31859,0.31811,1,5577,0,-0.3157
MAGEB18,6,0.66463,0.83656,1,16650,2,-0.21164,0.31863,0.31815,1,5578,0,-0.21164
GINM1,6,0.039483,0.13114,0.946318,2829,5,-0.25162,0.31867,0.31818,1,5579,0,-0.25162
LHFPL5,6,0.59241,0.78756,1,15723,2,-0.14085,0.31871,0.31823,1,5580,0,-0.14085
ARHGEF33,6,0.05869,0.17988,0.969463,3791,5,-0.43605,0.31878,0.3183,1,5581,0,-0.43605
EPHX3,6,0.068474,0.20327,0.974713,4268,3,-0.30378,0.31886,0.31838,1,5582,0,-0.30378
YPEL4,6,0.1663,0.37764,0.995192,7751,4,-0.27453,0.31889,0.31842,1,5583,0,-0.27453
BAG2,6,0.16445,0.37504,0.995192,7694,2,-0.17333,0.31893,0.31845,1,5584,0,-0.17333
NECAP2,6,0.15691,0.36423,0.995192,7460,3,-0.25588,0.31897,0.31848,1,5585,0,-0.25588
SLC40A1,6,0.95567,0.96504,1,19342,1,-0.067694,0.31908,0.3186,1,5586,0,-0.067694
MFAP2,6,0.056686,0.17497,0.969463,3682,3,-0.28113,0.31915,0.31867,1,5587,0,-0.28113
MLLT1,6,0.98679,0.9867,1,19877,0,-0.058239,0.31919,0.3187,1,5588,0,-0.058239
FOSB,6,0.19779,0.4221,0.999642,8625,4,-0.29968,0.31923,0.31874,1,5589,0,-0.29968
hsa-mir-3679,4,0.9717,0.97407,1,19552,0,-0.040346,0.31924,0.31875,1,5590,0,-0.040346
ARPC3,6,0.047969,0.15313,0.955086,3277,4,-0.41459,0.31927,0.31878,1,5591,0,-0.41459
MYO1B,6,0.64334,0.8238,1,16421,3,-0.17872,0.3193,0.31882,1,5592,0,-0.17872
C19orf81,6,0.53463,0.74607,1,14879,2,-0.20847,0.31968,0.3192,1,5593,0,-0.20847
TDO2,6,0.51443,0.73138,1,14617,2,-0.22604,0.31971,0.31924,1,5594,0,-0.22604
LRRC14,6,0.27417,0.52259,1,10572,3,-0.29705,0.31983,0.31934,1,5595,0,-0.29705
OR10AD1,6,0.12556,0.31743,0.988078,6571,3,-0.20587,0.31986,0.31938,1,5596,0,-0.20587
PID1,6,0.035942,0.12161,0.941341,2636,2,-0.2342,0.3199,0.31942,1,5597,0,-0.2342
PRPF38A,6,0.88336,0.93786,1,18689,2,-0.1529,0.31994,0.31946,1,5598,0,-0.1529
WASF3,6,0.58428,0.78175,1,15622,2,-0.21294,0.31998,0.3195,1,5599,0,-0.21294
COL9A3,6,0.12718,0.31993,0.989582,6616,3,-0.24708,0.32001,0.31953,1,5600,0,-0.24708
hsa-mir-3118-1,1,0.67995,0.84308,1,16765,0,-0.14303,0.32005,0.31958,1,5601,0,-0.14303
hsa-mir-501,4,0.65655,0.83315,1,16598,2,-0.15744,0.32011,0.31963,1,5602,0,-0.15744
SVEP1,6,0.56811,0.77013,1,15388,2,-0.22399,0.32013,0.31965,1,5603,0,-0.22399
CYP2S1,6,0.84052,0.91444,1,18233,2,-0.1428,0.32016,0.31969,1,5604,0,-0.1428
DGKQ,6,0.95882,0.96662,1,19375,1,-0.088039,0.32024,0.31977,1,5605,0,-0.088039
hsa-mir-611,4,0.47363,0.70147,1,14015,1,-0.068809,0.32024,0.31977,1,5606,0,-0.068809
TMEM56-RWDD3,1,0.67974,0.84299,1,16763,0,-0.12534,0.32026,0.31979,1,5607,0,-0.12534
GOLPH3L,6,0.28485,0.53578,1,10825,4,-0.24377,0.32028,0.31981,1,5608,0,-0.24377
TAF2,6,0.51532,0.73207,1,14627,3,-0.097219,0.32031,0.31984,1,5609,0,-0.097219
PNMAL1,6,0.18776,0.40811,0.998792,8345,3,-0.22671,0.32039,0.3199,1,5610,0,-0.22671
SPATS2L,6,0.20795,0.43609,1,8905,2,-0.017122,0.32042,0.31994,1,5611,0,-0.017122
GSTA3,6,0.2432,0.48323,1,9809,4,-0.25977,0.32046,0.31997,1,5612,0,-0.25977
CXCR6,6,0.066504,0.19866,0.973162,4176,3,-0.21216,0.32054,0.32005,1,5613,0,-0.21216
SH2D1B,6,0.43573,0.67338,1,13442,3,-0.23569,0.32057,0.32009,1,5614,0,-0.23569
KCNT1,6,0.21454,0.44503,1,9098,3,-0.26611,0.32065,0.32016,1,5615,0,-0.26611
SULT1C2,6,0.11581,0.30254,0.986721,6253,3,-0.362,0.32069,0.3202,1,5616,0,-0.362
CEBPD,6,0.086806,0.24444,0.980015,5103,5,-0.31883,0.3208,0.32031,1,5617,0,-0.31883
CCT6A,6,0.39215,0.64074,1,12809,3,-0.28067,0.32091,0.32042,1,5618,0,-0.28067
MB21D1,6,0.0033175,0.015348,0.723742,434,2,-0.18492,0.32095,0.32046,1,5619,0,-0.18492
TSPAN12,6,0.042961,0.14024,0.948374,3025,2,-0.21777,0.32102,0.32053,1,5620,0,-0.21777
RPS27L,6,0.95319,0.96383,1,19316,1,-0.071053,0.32113,0.32064,1,5621,0,-0.071053
ENY2,6,0.015749,0.064446,0.899074,1463,4,-0.36493,0.32121,0.3207,1,5622,0,-0.36493
SLC25A30,6,0.25416,0.49751,1,10097,2,-0.19347,0.32132,0.32082,1,5623,0,-0.19347
hsa-mir-5194,4,0.066843,0.19945,0.973283,4190,3,-0.50602,0.32135,0.32085,1,5624,0,-0.50602
SLC9A6,6,0.22152,0.4544,1,9282,4,-0.33843,0.32139,0.3209,1,5625,0,-0.33843
ADAM11,6,0.47793,0.70466,1,14095,3,-0.25479,0.32158,0.32108,1,5626,0,-0.25479
BSPH1,5,0.18026,0.39756,0.997379,8145,3,-0.38572,0.32161,0.32111,1,5627,0,-0.38572
ZNF778,6,0.34924,0.60867,1,12221,1,-0.15141,0.32166,0.32114,1,5628,0,-0.15141
NCOA4,6,0.22797,0.46306,1,9444,3,-0.24427,0.32173,0.32122,1,5629,0,-0.24427
ZNF418,6,0.2178,0.44946,1,9188,3,-0.27235,0.32177,0.32126,1,5630,0,-0.27235
hsa-mir-6747,4,0.71875,0.85902,1,17079,1,-0.20049,0.32183,0.32131,1,5631,0,-0.20049
FAM229B,6,0.031094,0.10841,0.927702,2391,5,-0.40788,0.32184,0.32132,1,5632,0,-0.40788
RAB11FIP4,6,0.11238,0.29729,0.986721,6124,4,-0.42888,0.32188,0.32136,1,5633,0,-0.42888
MEP1A,6,0.32001,0.57771,1,11645,4,-0.33012,0.32192,0.32139,1,5634,0,-0.33012
NEUROG1,6,0.99619,0.99617,1,20162,0,-0.037941,0.32195,0.32143,1,5635,0,-0.037941
CRKL,6,0.52753,0.74087,1,14798,2,-0.29915,0.32199,0.32147,1,5636,0,-0.29915
LDHA,6,0.25075,0.49307,1,10005,3,-0.23091,0.32203,0.32151,1,5637,0,-0.23091
SPSB3,6,0.057,0.17574,0.969463,3702,3,-0.32828,0.32214,0.32161,1,5638,0,-0.32828
KRT76,6,0.026819,0.096426,0.923555,2127,5,-0.31976,0.32218,0.32165,1,5639,0,-0.31976
JAK2,6,0.18792,0.40832,0.998792,8351,4,-0.29187,0.32221,0.32168,1,5640,0,-0.29187
LUC7L2,3,0.33717,0.59714,1,12011,1,-0.10595,0.32222,0.32169,1,5641,0,-0.10595
RNASET2,6,0.21843,0.45033,1,9206,4,-0.3006,0.32233,0.32179,1,5642,0,-0.3006
LGALSL,6,0.055636,0.17236,0.969463,3630,4,-0.42916,0.3224,0.32186,1,5643,0,-0.42916
MPDZ,6,0.65304,0.83075,1,16557,3,-0.1583,0.32244,0.32189,1,5644,0,-0.1583
ZSWIM7,6,0.0063882,0.028262,0.812664,707,5,-0.46064,0.32248,0.32193,1,5645,0,-0.46064
ZDHHC6,6,0.049467,0.15693,0.958252,3350,5,-0.39923,0.32251,0.32197,1,5646,0,-0.39923
BBS7,6,0.06219,0.18857,0.969463,3973,4,-0.33259,0.32255,0.32202,1,5647,0,-0.33259
ATG13,6,0.81496,0.9017,1,17949,2,-0.12482,0.32259,0.32207,1,5648,0,-0.12482
NTRK2,6,0.35164,0.61047,1,12245,3,-0.30229,0.32262,0.3221,1,5649,0,-0.30229
ANKRD52,6,0.72433,0.86133,1,17126,2,0.044818,0.32266,0.32215,1,5650,0,0.044818
SLC22A11,6,0.005981,0.026644,0.806945,675,5,-0.63655,0.32274,0.32222,1,5651,0,-0.63655
LRRC70,6,0.53339,0.74516,1,14867,2,-0.18626,0.32277,0.32226,1,5652,0,-0.18626
ARHGEF7,6,0.24618,0.48718,1,9877,3,-0.13722,0.32281,0.32229,1,5653,0,-0.13722
EHMT2,6,0.86167,0.92563,1,18433,1,-0.06188,0.32288,0.32236,1,5654,0,-0.06188
PRLR,6,0.82968,0.90897,1,18122,1,-0.053153,0.32296,0.32245,1,5655,0,-0.053153
TIMM22,6,0.99307,0.99301,1,20039,0,-0.0073663,0.32303,0.32252,1,5656,0,-0.0073663
ZNF277,6,0.082816,0.23558,0.977353,4933,4,-0.37502,0.32307,0.32255,1,5657,0,-0.37502
ZNF444,6,0.58323,0.78101,1,15611,3,-0.18902,0.32315,0.32264,1,5658,0,-0.18902
PRAF2,6,0.44653,0.68141,1,13606,3,-0.24828,0.32322,0.32272,1,5659,0,-0.24828
ATRAID,6,0.60589,0.79724,1,15917,2,-0.028525,0.32326,0.32275,1,5660,0,-0.028525
CRTAM,6,0.0716,0.21042,0.976596,4403,2,-0.12367,0.32329,0.32279,1,5661,0,-0.12367
ACY3,6,0.12514,0.31679,0.988078,6552,3,-0.22707,0.32337,0.32287,1,5662,0,-0.22707
SPTBN5,6,0.20722,0.43508,1,8883,4,-0.37155,0.32341,0.32291,1,5663,0,-0.37155
hsa-mir-497,4,0.71707,0.85833,1,17061,1,-0.092589,0.32342,0.32292,1,5664,0,-0.092589
RNF169,6,0.60364,0.79561,1,15893,2,-0.1816,0.32348,0.32299,1,5665,0,-0.1816
MAPKAPK2,6,0.97764,0.97831,1,19643,1,-0.078994,0.32352,0.32303,1,5666,0,-0.078994
CEACAM6,6,0.44685,0.68164,1,13612,3,-0.20188,0.32355,0.32308,1,5667,0,-0.20188
FBXL18,6,0.11716,0.30461,0.986721,6299,4,-0.35193,0.32359,0.32312,1,5668,0,-0.35193
AK7,6,0.12054,0.3098,0.987048,6422,4,-0.30262,0.32363,0.32315,1,5669,0,-0.30262
ABCD2,6,0.26836,0.51537,1,10448,4,-0.30051,0.32378,0.3233,1,5670,0,-0.30051
P2RY11,6,0.34007,0.60036,1,12066,4,-0.28478,0.32381,0.32335,1,5671,0,-0.28478
ZMAT5,6,0.88291,0.9376,1,18684,2,-0.19006,0.32385,0.32338,1,5672,0,-0.19006
STRADA,6,0.47426,0.70194,1,14030,3,-0.26623,0.32389,0.32343,1,5673,0,-0.26623
HK1,6,0.94217,0.95898,1,19185,1,0.010995,0.32393,0.32347,1,5674,0,0.010995
DPYSL5,6,0.57263,0.77341,1,15461,3,-0.30087,0.32396,0.3235,1,5675,0,-0.30087
TUBA4A,6,0.90106,0.94494,1,18848,1,-0.13597,0.324,0.32353,1,5676,0,-0.13597
LOC100289561,6,0.56082,0.76493,1,15265,3,-0.30341,0.32404,0.32357,1,5677,0,-0.30341
MAGEB3,6,0.28529,0.5363,1,10836,3,-0.2142,0.32407,0.32361,1,5678,0,-0.2142
PFKL,6,0.30061,0.55477,1,11185,4,-0.28889,0.32415,0.32368,1,5679,0,-0.28889
HCAR3,6,0.22287,0.45622,1,9317,3,-0.056184,0.32419,0.32372,1,5680,0,-0.056184
ERO1L,6,0.14403,0.34536,0.995192,7071,4,-0.28789,0.32422,0.32375,1,5681,0,-0.28789
CCDC170,6,0.84964,0.91916,1,18315,2,-0.040737,0.32426,0.32378,1,5682,0,-0.040737
FAM132A,6,0.40172,0.64801,1,12953,3,-0.2209,0.32441,0.32393,1,5683,0,-0.2209
PITHD1,6,0.45115,0.68486,1,13674,2,-0.18695,0.32445,0.32398,1,5684,0,-0.18695
MIER2,6,0.98769,0.98763,1,19900,0,-0.093977,0.32448,0.32402,1,5685,0,-0.093977
ADAM12,6,0.024975,0.091201,0.923555,2015,3,-0.25382,0.32452,0.32405,1,5686,0,-0.25382
hsa-mir-4491,4,0.65938,0.83433,1,16620,2,-0.17728,0.32452,0.32405,1,5687,0,-0.17728
hsa-mir-647,4,0.96814,0.97185,1,19509,0,-0.088171,0.3246,0.32412,1,5688,0,-0.088171
SLC6A5,6,0.26219,0.50762,1,10298,2,-0.034296,0.32467,0.3242,1,5689,0,-0.034296
hsa-mir-554,4,0.090147,0.25171,0.98379,5228,3,-0.31525,0.32473,0.32427,1,5690,0,-0.31525
ZNF79,6,0.60947,0.79979,1,15961,3,-0.21393,0.32482,0.32436,1,5691,0,-0.21393
ECSCR,6,0.045643,0.14706,0.954615,3150,3,-0.26983,0.32485,0.32439,1,5692,0,-0.26983
PLEKHB1,6,0.25384,0.49708,1,10085,3,-0.28798,0.32497,0.32453,1,5693,0,-0.28798
TNK1,6,0.75074,0.87244,1,17362,2,-0.13797,0.325,0.32456,1,5694,0,-0.13797
HLA-DQA2,6,0.015818,0.064644,0.899074,1469,2,-0.12529,0.32504,0.3246,1,5695,0,-0.12529
SCN8A,6,0.67433,0.84065,1,16722,2,-0.17377,0.32508,0.32464,1,5696,0,-0.17377
PABPN1L,6,0.74774,0.87115,1,17333,2,-0.080359,0.32519,0.32474,1,5697,0,-0.080359
AMDHD2,6,0.13402,0.33032,0.994952,6787,3,-0.23567,0.32523,0.32477,1,5698,0,-0.23567
LRTM1,6,0.58769,0.78415,1,15661,3,-0.27575,0.32537,0.32493,1,5699,0,-0.27575
CAPZB,6,0.04035,0.13344,0.946318,2883,4,-0.46504,0.32549,0.32504,1,5700,0,-0.46504
C1orf52,6,0.03739,0.12553,0.943472,2723,3,-0.27724,0.32556,0.32512,1,5701,0,-0.27724
ALKBH6,6,0.33236,0.59163,1,11896,2,-0.20186,0.32578,0.32532,1,5702,0,-0.20186
PAPL,6,0.58054,0.77911,1,15577,2,-0.058122,0.32593,0.32548,1,5703,0,-0.058122
NTMT1,6,0.54419,0.75299,1,15024,2,-0.18062,0.326,0.32555,1,5704,0,-0.18062
WIPI2,6,0.39765,0.64492,1,12899,3,-0.19766,0.32604,0.3256,1,5705,0,-0.19766
CDRT15,6,0.18351,0.40214,0.997379,8245,2,-0.15958,0.32608,0.32563,1,5706,0,-0.15958
IL11,6,0.98327,0.98322,1,19768,1,-0.097441,0.32619,0.32573,1,5707,0,-0.097441
GBA2,6,0.45522,0.68785,1,13735,3,-0.26757,0.32623,0.32577,1,5708,0,-0.26757
C2orf68,6,0.54363,0.75257,1,15015,2,-0.22127,0.3263,0.32584,1,5709,0,-0.22127
SNRPE,6,0.7155,0.85766,1,17045,2,-0.22776,0.32634,0.32589,1,5710,0,-0.22776
FAM217B,6,0.058438,0.17926,0.969463,3780,5,-0.36457,0.32638,0.32592,1,5711,0,-0.36457
PLA2G12A,6,0.31044,0.56661,1,11403,3,-0.25235,0.32641,0.32596,1,5712,0,-0.25235
GSTZ1,6,0.6005,0.79336,1,15843,3,-0.22082,0.32649,0.32604,1,5713,0,-0.22082
hsa-let-7f-2,4,0.64504,0.82502,1,16445,2,-0.19642,0.32652,0.32608,1,5714,0,-0.19642
TAB2,6,0.32687,0.58544,1,11779,3,-0.28532,0.32652,0.32608,1,5715,0,-0.28532
BAG4,6,0.1702,0.38328,0.995678,7877,1,-0.1597,0.3266,0.32615,1,5716,0,-0.1597
RASGRF2,6,0.20164,0.42741,0.999642,8739,3,-0.22635,0.32663,0.32618,1,5717,0,-0.22635
CALM1,6,0.024787,0.090683,0.923555,2004,5,-0.37887,0.32667,0.32621,1,5718,0,-0.37887
TNRC18,6,0.55332,0.75956,1,15153,1,-0.16959,0.32671,0.32624,1,5719,0,-0.16959
PRRG4,6,0.83431,0.91134,1,18162,1,-0.039347,0.32678,0.32632,1,5720,0,-0.039347
OR10J3,6,0.13995,0.33927,0.995192,6962,4,-0.28333,0.32682,0.32636,1,5721,0,-0.28333
hsa-mir-3200,4,0.48566,0.71033,1,14201,2,-0.14992,0.32693,0.32646,1,5722,0,-0.14992
KRTAP22-1,6,0.023991,0.088458,0.923539,1960,5,-0.36547,0.32693,0.32647,1,5723,0,-0.36547
YIPF3,6,0.078858,0.22684,0.976879,4749,5,-0.45778,0.32697,0.32652,1,5724,0,-0.45778
TMEM215,6,0.038537,0.12862,0.946318,2781,4,-0.28643,0.32701,0.32655,1,5725,0,-0.28643
